Type,Item Code,Sales Description,Print as single line (sales),Print as single line (purchasing),Matrix Parent,Barcode,Serial Number,Item is active?,Item is Sold,Item is Purchased,Is Matrix,Commodity code,Amounts as percentage,Unit Price,Sales Units,Foreign Price 1,Foreign Price 1,Foreign Price 2,Foreign Price 2,Pays Commission,Unit Cost,Purchase Units,Foreign Cost 1,Foreign Cost 1,Foreign Cost 2,Foreign Cost 2,On Hand,On Sales Orders (Allocated),Free Stock,Average Cost,On Sales Orders (Not Allocated),Shortfall,On Purchase Orders,Stock Units,1 Purchase Unit =,1 Sales Unit =,Location,Last Stock Take,Units counted,Supplier Part number/Code,Supplier Description,Use on Purchase Documents,Default Order Type,Re-order level,Minimum Order Value,Minimum Order Quantity,Average Lead Time,Category 1,Category 2,Category 3,Category 4,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Item Class,Image 1,Image 2,Image 3,Image 4,Item is Drop Shipped,Pack Separately,Weigh Before Shipping,Number of units per box,Shipping Instructions,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Dimension Units,Height,Width,Length,Weight Units,Weight,Volume Units,Volume,Revenue/Income,Asset,Expense,Available in Portal Cart,Cart Mapping,Price Impact
Stock Item,24016,"Mikkeller, Orange Yuzu Glad I Said Porter(12 x 375ml)",,,,,,Y,Y,Y,N,,,150.06,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24017,"Mikkeller, Sabro Te(24 x 330ml)",,,,,,Y,Y,Y,N,,,119.57,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24018,"Mikkeller, Stateside IPA(24 x 330ml)",,,,,,Y,Y,Y,N,,,127.71,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24019,"Mikkeller, Wheat is the New Hops IPA(24 x 330ml)",,,,,,Y,Y,Y,N,,,122.76,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24020,"Mikkeller, Cut Ca Phe Bia(12 x 330ml)",,,,,,Y,Y,Y,N,,,110.58,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24021,"Mikkeller, Wheat is the New Hops Barrel Aged Version(12 x 375ml)",,,,,,Y,Y,Y,N,,,139.60,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,5,0,5,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24506,"Mikkeller, KEG '20' IPA (30L Keg)",,,,,,Y,Y,Y,N,,,370.64,Keg(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,40,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24507,"Mikkeller, KEG American Dream Gluten Free Hoppy Pilsner (30L Keg)",,,,,,Y,Y,Y,N,,,313.05,Keg(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,40,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24508,"Mikkeller, KEG Mosaic IIPA (30L Keg)",,,,,,Y,Y,Y,N,,,451.87,Keg(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,40,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24509,"Mikkeller, KEG Stateside IPA (30L Keg)",,,,,,Y,Y,Y,N,,,374.39,Keg(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,40,40,40,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,24011,"Mikkeller, '20' IPA (24 x 330ml)",,,,,,Y,Y,Y,N,,,126.72,Case(s),0.00,None,0.00,None,Y,0.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03026,"Beer Here, Malus Pater (8 x 500ml)",,,,,,Y,Y,Y,N,,,84.11,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,2,0,2,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03027,"Beer Here, Pale Hops (12 x 500ml)",,,,,,Y,Y,Y,N,,,93.36,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,03028,"Beer Here, Angry Hops (24 x 330ml)",,,,,,Y,Y,Y,N,,,154.94,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,12,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10061,"Red Duck, Hop Shark (24 x 330ml)",,,,,,Y,Y,Y,N,,,78.70,Case(s),0.00,None,0.00,None,Y,60.40,Each,0.00,None,0.00,None,24,0,24,60.4000000015747,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,10528,"Red Duck, KEG Hop Shark (30L ecokeg)",,,,,,Y,Y,Y,N,,,289.50,Keg(s),0.00,None,0.00,None,Y,225.00,Each,0.00,None,0.00,None,1,0,1,229.5,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,22099,G. Axe Cider - WET FREE (24 x 330ml),,,,,,Y,Y,Y,N,,,50.00,Case(s),0.00,None,0.00,None,Y,50.00,Case(s),0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,25,35,25,Kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,13501,"Electric Nurse, KEG Lindy Hop (30L keykeg)",,,,,,Y,Y,Y,N,,,325.18,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06501,"Evil Twin, KEG Blackout Imperial Porter (30L keykeg)",,,,,,Y,Y,Y,N,,,423.50,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06502,"Evil Twin, KEG Honey I'm Home (30L keykeg)",,,,,,Y,Y,Y,N,,,359.41,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,23508,"Dainton, 50L The Perturbed Parent Porter (50L Keg)",,,,,,Y,Y,Y,N,,,375.00,Keg(s),0.00,None,0.00,None,Y,310.00,Keg(s),0.00,None,0.00,None,0,0,0,310,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,Cm,52,42,42,Kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06503,"Evil Twin, KEG Kiwi Imperial Pils (30L keykeg)",,,,,,Y,Y,Y,N,,,326.80,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06504,"Evil Twin, KEG Low Life (20L Keg)",,,,,,Y,Y,Y,N,,,213.33,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06505,"Evil Twin, KEG Ryan & The Beaster Bunny (30L keykeg)",,,,,,Y,Y,Y,N,,,337.30,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06506,"Evil Twin, KEG Soft DK (30L Keykeg)",,,,,,Y,Y,Y,N,,,398.01,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06507,"Evil Twin, KEG Wet Dream (30L Keg)",,,,,,Y,Y,Y,N,,,327.66,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,07501,"Harviestoun, KEG Bitter & Twisted (30L keg)",,,,,,Y,Y,Y,N,,,209.80,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,07502,"Harviestoun, KEG Mr Sno'balls (30L Keg)",,,,,,Y,Y,Y,N,,,227.17,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16006,"Edge, Cryonic Hops (24 x 330ml) 2+1",,,,,,Y,Y,Y,N,,,69.81,Case(s),0.00,None,0.00,None,Y,49.00,Each,0.00,None,0.00,None,146,0,146,49,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,07503,"Harviestoun, KEG Old Engine Oil (30L Keg)",,,,,,Y,Y,Y,N,,,258.77,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,16506,"Edge, 50L KEG Cryonic Hops (50L keg)",,,,,,Y,Y,Y,N,,,299.86,Keg(s),0.00,None,0.00,None,Y,242.00,Each,0.00,None,0.00,None,0,0,0,242,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,07504,"Harviestoun, KEG Schiehallion (30L keg)",,,,,,Y,Y,Y,N,,,209.80,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,08501,"Hildegarde’s, KEG Biere de Garde (50L keg)",,,,,,Y,Y,Y,N,,,310.00,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14501,"Marin / Red Duck, KEG Duck Duck Gose (50L Keg)",,,,,,N,Y,Y,N,,,396.48,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14502,"Marin, KEG Albion Amber Ale (50L keg)",,,,,,N,Y,Y,N,,,285.75,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14503,"Marin, KEG Bluebeery Ale (50L keg)",,,,,,N,Y,Y,N,,,285.28,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14504,"Marin, KEG Chocolate Airporter Porter (50L keg)",,,,,,Y,Y,Y,N,,,424.12,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14505,"Marin, KEG Mt Tam Pale Ale (50L keg)",,,,,,N,Y,Y,N,,,285.28,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14506,"Marin, KEG Orange & Black (50L Keg)",,,,,,N,Y,Y,N,,,315.17,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14507,"Marin, KEG Point Reyes Porter (50L Keg)",,,,,,N,Y,Y,N,,,307.62,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14508,"Marin, KEG Preservation Ale (50L keg)",,,,,,Y,Y,Y,N,,,298.08,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14509,"Marin, KEG San Quetin's Breakout Stout 30L keg)",,,,,,Y,Y,Y,N,,,279.55,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14510,"Marin, KEG Star Brew Triple Wheatwine (50L keg)",,,,,,Y,Y,Y,N,,,398.22,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14511,"Marin, KEG Tiburon Blonde (30L keg)",,,,,,Y,Y,Y,N,,,243.55,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14512,"Marin, KEG Tripel Dipsea Belgian Style Ale (50L Keg)",,,,,,Y,Y,Y,N,,,398.22,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14513,"Marin, KEG White Knuckle Double IPA (50L keg)",,,,,,Y,Y,Y,N,,,460.35,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,14514,"Marin, KEG IPA (50L keg)",,,,,,N,Y,Y,N,,,371.76,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09501,"Moylan's, KEG Chocolate Porter (50L keg)",,,,,,Y,Y,Y,N,,,332.55,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09502,"Moylan's, KEG Dragoon's Dry Irish Stout (50L Keg)",,,,,,N,Y,Y,N,,,289.99,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,100612,"Red Duck, Loch Ness (12 x 500ml)",,,,,,Y,Y,Y,N,,,81.50,Case(s),0.00,None,0.00,None,Y,61.50,Each,0.00,None,0.00,None,0,0,0,61.5,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),Supplier = Red Duck,None,None,None,None,None,None,None,None,None,,,,,N,N,N,4,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,09515,"Moylan's, KEG Hop Craic XXXX IPA (50L keg)",,,,,,Y,Y,Y,N,,,515.17,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,52,42,42,kg,60,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06509,"Evil Twin, KEG Yin (20L Keg)",,,,,,Y,Y,Y,N,,,299.60,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06510,"Evil Twin, KEG Yang (20L Keg)",,,,,,Y,Y,Y,N,,,292.10,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06025,"Evil Twin, Ashtray Heart (24 x 355ml)",,,,,,Y,Y,Y,N,,,120.29,Case(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,0,0,0,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Case(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,25,35,25,kg,12,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
Stock Item,06511,"Evil Twin, KEG Hop Flood (20L Keg)",,,,,,Y,Y,Y,N,,,233.04,Keg(s),0.00,None,0.00,None,Y,0.00,Each,0.00,None,0.00,None,2,0,2,0,0,0,0,Each,1,1,,,0,,,N,Standard,0,0.00,0,0,Keg(s),None,None,None,None,None,None,None,None,None,None,,,,,N,N,N,1,,cm,45,40,40,kg,30,,,,,,,,,,,Sales,Stock on Hand,Cost of Goods Sold - Opening Stock,Y,,
